Date,X,Y,EFamont,EFmédian,EFaval,TopRotor1,TopRotor2,EFstatorAM,EFstatorAV,TopStator,Uf,If,P,Q,Ua,ModInstDéplArbre,MinEFamont,MinEFmédian,MinEFaval,EFccAM,54*EFccMD,EFccAV,RUPTSIG,TEMPOS,ARRET,VIBccAM,VIBccAV,Xmoy,Ymoy,ModCCdéplArbre,ModMoyDéplArbre
mardi 21 décembre 2021 10:58:44,391,-120,5.62,5.92,5.41,0,-40,968,1236,2,0,1123,356,36,5134,41,496,581,526,205,150,159,0,6900,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:44,426,-137,5.69,6.16,5.36,0,-40,954,1240,2,0,1123,356,36,5134,45,496,581,526,205,150,159,0,6900,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:44,430,-177,5.98,6.39,5.5,0,-40,968,1234,2,0,1123,356,36,5134,47,496,581,526,205,150,159,0,6900,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:44,428,-199,6.25,6.62,5.86,0,-40,944,1229,2,0,1123,356,36,5134,47,496,581,526,205,150,159,0,6900,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:44,422,-210,6.44,6.69,5.99,0,-40,958,1238,2,0,1123,356,36,5134,47,496,581,526,205,150,159,0,6900,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:44,405,-231,6.25,6.66,6.22,0,-40,971,1237,2,0,1123,356,36,5134,47,496,581,526,205,150,159,0,6900,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:44,397,-268,5.98,6.45,6.31,0,-40,948,1233,2,0,1123,356,36,5134,48,496,581,526,205,150,159,0,6900,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:44,388,-274,5.88,6.54,6.07,0,-40,961,1240,2,0,1123,356,36,5134,47,496,581,526,205,150,159,0,6900,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:44,366,-291,5.84,6.53,6.23,0,-40,950,1239,2,0,1123,356,36,5134,47,496,581,526,205,150,159,0,6900,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:44,355,-305,5.84,6.64,6.23,0,-40,948,1240,2,0,1123,356,36,5134,47,496,581,526,205,150,159,0,6900,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:44,329,-337,5.97,6.74,6.35,0,-40,953,1235,2,0,1123,356,36,5134,47,496,581,526,205,150,159,0,6900,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:44,302,-342,6.08,7.12,6.65,0,-40,945,1240,2,0,1123,356,36,5134,46,496,581,526,205,150,159,0,6900,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:44,285,-340,6.55,7.29,6.71,0,-40,939,1240,2,0,1123,356,36,5134,44,496,581,526,205,150,159,0,6900,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:44,269,-328,6.91,7.22,6.81,0,-40,941,1239,2,0,1123,356,36,5134,42,496,581,526,205,150,159,0,6900,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:44,252,-324,7.02,7.22,6.86,0,-40,919,1240,2,0,1123,356,36,5134,41,496,581,526,205,150,159,0,6900,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:44,227,-305,6.77,7.04,6.45,0,-40,921,1237,2,0,1123,356,36,5134,38,496,581,526,205,150,159,0,6900,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:44,199,-284,6.41,6.87,6.43,0,-40,931,1237,2,0,1123,356,36,5139,35,496,581,526,205,150,159,0,6900,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:44,203,-263,6.34,6.72,6.14,645,-40,914,1239,2,0,1123,356,36,5139,33,496,581,526,205,150,159,0,6900,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:44,204,-250,6.33,6.69,5.79,0,-40,923,1240,2,0,1123,356,36,5139,32,496,581,526,205,150,159,0,6900,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:44,225,-234,6.21,6.65,5.77,0,491,892,1234,2,0,1123,356,36,5139,32,496,581,526,205,150,159,0,6900,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:44,153,-196,6.06,6.41,5.54,0,-40,890,1240,2,0,1123,356,36,5139,25,496,581,526,205,150,159,0,6900,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:44,235,-180,5.73,6.41,5.53,0,-40,909,1240,2,0,1123,356,36,5139,30,496,581,526,205,150,159,0,6900,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:44,232,-148,5.46,6.3,5.72,0,-40,922,1240,2,0,1123,356,36,5139,28,496,581,526,205,150,159,0,6900,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:44,238,-118,5.51,6.19,5.66,0,-40,935,1234,2,0,1123,356,36,5139,27,496,581,526,205,150,159,0,6900,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:44,249,-106,5.37,6.27,5.92,0,-40,919,1236,2,0,1123,356,36,5139,27,496,581,526,205,150,159,0,6900,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:44,289,-106,5.25,6.15,5.83,0,-40,937,1240,2,0,1123,356,36,5139,31,496,581,526,205,150,159,0,6900,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:44,311,-98,5.14,5.97,5.59,0,-40,923,1240,2,0,1123,356,36,5139,33,496,581,526,205,150,159,0,6900,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:44,312,-107,4.99,5.81,5.62,0,-40,975,1129,2,0,1123,356,36,5139,33,496,581,526,205,150,159,0,6900,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:44,321,-113,5.41,6.13,5.53,0,-40,878,1232,2,0,1123,356,36,5139,34,496,581,526,205,150,159,0,6900,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:44,360,-101,5.8,6.24,5.48,0,-40,993,1240,2,0,1123,356,36,5139,37,496,581,526,205,150,159,0,6900,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:44,393,-112,5.89,6.23,5.49,0,-40,937,1240,2,0,1123,356,36,5139,41,496,581,526,205,150,159,0,6900,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:44,405,-110,5.83,6.03,5.28,0,-40,925,1240,2,0,1123,356,36,5139,42,496,581,526,205,150,159,0,6900,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:44,392,-121,5.62,5.93,5.43,0,-40,945,1240,2,0,1123,356,36,5139,41,496,581,526,205,150,159,0,6900,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:44,421,-134,5.7,6.18,5.39,0,-40,935,1240,2,0,1123,356,36,5139,44,496,581,526,205,150,159,0,6900,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:44,425,-179,5.98,6.42,5.52,0,-40,949,1240,2,0,1123,356,36,5139,46,496,581,526,205,150,159,0,6900,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:44,428,-209,6.24,6.66,5.9,0,-40,927,1240,2,0,1123,356,36,5139,48,496,581,526,205,150,159,0,6900,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:44,429,-214,6.45,6.71,6.04,0,-40,941,1240,2,0,1123,356,36,5139,48,496,581,526,205,150,159,0,6900,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:44,417,-229,6.25,6.7,6.22,0,-40,953,1240,2,0,1123,356,36,5139,48,496,581,526,205,150,159,0,6900,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:44,406,-267,5.96,6.48,6.35,0,-40,931,1240,2,0,1123,356,36,5139,49,496,581,526,205,150,159,0,6900,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:44,377,-275,5.89,6.58,6.07,0,-40,942,1240,2,0,1123,356,36,5139,47,496,581,526,205,150,159,0,6900,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:44,356,-298,5.85,6.55,6.23,0,-40,931,1240,2,0,1123,356,36,5139,46,496,581,526,205,150,159,0,6900,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,363,-308,5.85,6.64,6.21,0,-40,920,1240,2,0,1122,356,36,5139,48,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,350,-343,5.97,6.73,6.32,0,-40,934,1240,2,0,1122,356,36,5139,49,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,316,-342,6.08,7.12,6.62,0,-40,926,1240,2,0,1122,356,36,5139,47,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,281,-339,6.54,7.28,6.69,0,-40,920,1240,2,0,1122,356,36,5139,44,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,263,-331,6.93,7.16,6.77,0,-40,921,1240,2,0,1122,356,36,5139,42,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,246,-318,7.03,7.19,6.84,0,-40,900,1240,2,0,1122,356,36,5139,40,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,224,-300,6.75,7.01,6.44,0,-40,902,1240,2,0,1122,356,36,5139,37,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,210,-285,6.42,6.84,6.42,0,-40,912,1240,2,0,1122,356,36,5139,35,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,207,-256,6.34,6.72,6.16,647,-40,895,1240,2,0,1122,356,36,5139,33,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,202,-244,6.32,6.67,5.8,0,-40,903,1240,2,0,1122,356,36,5139,32,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,222,-231,6.21,6.64,5.78,0,503,873,1240,2,0,1122,356,36,5139,32,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,153,-200,6.06,6.41,5.59,0,-40,872,1240,2,0,1122,356,36,5139,25,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,241,-178,5.73,6.41,5.51,0,-40,890,1240,2,0,1122,356,36,5139,30,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,234,-146,5.46,6.3,5.74,0,-40,902,1240,2,0,1122,356,36,5139,28,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,239,-125,5.51,6.25,5.7,0,-40,914,1240,2,0,1122,356,36,5139,27,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,250,-106,5.39,6.3,5.94,0,-40,898,1240,92,0,1122,356,36,5139,27,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,288,-109,5.27,6.17,5.86,0,-40,916,1240,92,0,1122,356,36,5139,31,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,308,-102,5.14,5.96,5.59,0,-40,903,1240,92,0,1122,356,36,5139,32,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,315,-106,4.97,5.85,5.61,0,-40,953,1138,92,0,1122,356,36,5139,33,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,335,-111,5.42,6.13,5.55,0,-40,856,1240,92,0,1122,356,36,5139,35,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,361,-101,5.8,6.24,5.43,0,-40,968,1240,2,0,1122,356,36,5139,37,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,380,-108,5.89,6.21,5.47,0,-40,914,1240,2,0,1122,356,36,5139,40,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,393,-109,5.81,6.01,5.25,0,-40,903,1240,2,0,1122,356,36,5139,41,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,397,-121,5.64,5.92,5.4,0,-40,923,1240,2,0,1122,356,36,5139,41,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,435,-136,5.71,6.17,5.4,0,-40,914,1240,2,0,1122,356,36,5139,46,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,426,-174,6,6.39,5.48,0,-40,927,1240,2,0,1121,356,36,5139,46,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,424,-194,6.23,6.65,5.89,0,-40,905,1240,2,0,1121,356,36,5139,47,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,423,-210,6.44,6.69,6.04,0,-40,919,1240,2,0,1121,356,36,5139,47,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,410,-233,6.25,6.64,6.2,0,-40,930,1240,2,0,1121,356,36,5139,47,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,390,-270,5.93,6.46,6.35,0,-40,908,1240,2,0,1121,356,36,5139,47,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,380,-277,5.87,6.59,6.08,0,-40,919,1240,2,0,1121,356,36,5139,47,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,361,-289,5.86,6.55,6.25,0,-40,911,1240,2,0,1121,356,36,5139,46,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,358,-302,5.85,6.64,6.28,0,-40,900,1240,2,0,1121,356,36,5139,47,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,333,-333,5.96,6.74,6.33,0,-40,912,1240,2,0,1121,356,36,5139,47,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,304,-341,6.07,7.15,6.63,0,-40,904,1240,2,0,1121,356,36,5139,46,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,289,-346,6.55,7.31,6.74,0,-40,900,1240,2,0,1121,356,36,5139,45,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,265,-335,6.94,7.2,6.74,0,-40,900,1240,2,0,1121,356,36,5139,43,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,246,-325,7.01,7.21,6.84,0,-40,891,1240,2,0,1121,356,36,5139,41,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,222,-297,6.75,7.04,6.43,0,-40,881,1240,2,0,1121,356,36,5139,37,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,201,-275,6.44,6.85,6.38,0,-40,889,1240,2,0,1121,356,36,5139,34,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,206,-257,6.34,6.71,6.15,653,-40,874,1240,2,0,1121,356,36,5139,33,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,202,-249,6.32,6.65,5.78,0,-40,881,1240,2,0,1121,356,36,5139,32,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,220,-234,6.19,6.63,5.73,0,515,852,1240,2,0,1121,356,36,5139,32,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,152,-196,6.07,6.41,5.55,0,-40,852,1240,2,0,1121,356,36,5139,25,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,237,-170,5.73,6.37,5.48,0,-40,868,1240,2,0,1121,356,36,5139,29,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,237,-143,5.45,6.28,5.73,0,-40,880,1240,2,0,1121,356,36,5139,28,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,240,-124,5.51,6.22,5.68,0,-40,891,1240,2,0,1121,356,36,5139,27,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,252,-105,5.4,6.28,5.92,0,-40,875,1240,2,0,1121,356,36,5139,27,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,280,-104,5.25,6.15,5.89,0,-40,892,1240,2,0,1121,356,36,5139,30,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:43,303,-101,5.14,5.95,5.6,0,-40,880,1240,2,0,1121,356,36,5139,32,496,581,526,205,150,159,0,6800,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,318,-110,4.98,5.85,5.62,0,-40,927,1146,2,0,1121,356,36,5139,34,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,340,-114,5.42,6.16,5.59,0,-40,839,1240,2,0,1121,356,36,5139,36,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,361,-99,5.81,6.24,5.44,0,-40,940,1240,2,0,1121,356,36,5139,37,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,379,-110,5.88,6.22,5.5,0,-40,889,1240,2,0,1121,356,36,5139,39,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,396,-116,5.79,6.06,5.28,0,-40,879,1240,2,0,1121,356,36,5139,41,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,400,-126,5.66,5.93,5.43,0,-40,898,1240,2,0,1121,356,36,5139,42,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,432,-131,5.71,6.17,5.42,0,-40,891,1240,2,0,1121,356,36,5139,45,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,420,-173,5.99,6.4,5.46,0,-40,903,1240,2,0,1121,356,36,5139,45,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,429,-205,6.24,6.69,5.89,0,-40,884,1240,2,0,1121,356,36,5139,48,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,427,-217,6.46,6.72,6.08,0,-40,899,1240,2,0,1121,356,36,5139,48,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,417,-235,6.26,6.65,6.14,0,-40,907,1240,2,0,1121,356,36,5139,48,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,393,-262,5.94,6.44,6.34,0,-40,886,1240,2,0,1121,356,36,5139,47,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,381,-272,5.88,6.57,6.05,0,-40,896,1240,2,0,1121,356,36,5139,47,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,362,-300,5.88,6.53,6.18,0,-40,889,1240,2,0,1121,356,36,5139,47,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,358,-312,5.84,6.62,6.29,0,-40,877,1240,2,0,1121,356,36,5139,47,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,332,-340,5.96,6.72,6.31,0,-40,887,1240,2,0,1121,356,36,5139,48,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,307,-338,6.06,7.13,6.62,0,-40,878,1240,2,0,1121,356,36,5139,46,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,289,-340,6.56,7.28,6.73,0,-40,874,1240,2,0,1121,356,36,5139,45,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,268,-330,6.97,7.13,6.73,0,-40,875,1240,2,0,1121,356,36,5139,43,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,240,-315,7.02,7.22,6.84,0,-40,856,1240,2,0,1121,356,36,5139,40,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,215,-303,6.76,7.06,6.47,0,-40,858,1240,2,0,1121,356,36,5139,37,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,206,-288,6.44,6.84,6.39,0,-40,865,1240,2,0,1121,356,36,5139,35,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,210,-261,6.33,6.72,6.21,657,-40,851,1240,2,0,1121,356,36,5139,34,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,206,-244,6.31,6.7,5.79,0,-40,856,1240,2,0,1121,356,36,5139,32,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,222,-223,6.2,6.65,5.77,0,531,829,1240,2,0,1121,356,36,5139,31,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,155,-194,6.06,6.43,5.63,0,-40,829,1240,2,0,1121,356,36,5139,25,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,239,-177,5.73,6.39,5.46,0,-40,846,1240,2,0,1121,356,36,5139,30,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,231,-154,5.44,6.3,5.76,0,-40,855,1240,2,0,1121,356,36,5139,28,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,233,-128,5.5,6.27,5.71,0,-40,866,1240,2,0,1121,356,36,5139,27,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,246,-107,5.42,6.3,5.88,0,-40,850,1240,2,0,1121,356,36,5139,27,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,285,-104,5.24,6.14,5.87,0,-40,867,1240,2,0,1121,356,36,5139,30,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,310,-98,5.12,5.95,5.56,0,-40,856,1240,2,0,1121,356,36,5139,32,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,310,-107,4.98,5.86,5.58,0,-40,898,1150,2,0,1121,356,36,5139,33,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,329,-114,5.43,6.13,5.59,0,-40,817,1240,2,0,1121,356,36,5139,35,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,359,-98,5.8,6.2,5.38,0,-40,912,1240,2,0,1121,356,36,5139,37,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,386,-110,5.89,6.2,5.48,0,-40,862,1240,2,0,1121,356,36,5139,40,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,397,-107,5.8,6.03,5.26,0,-40,854,1240,2,0,1121,356,36,5139,41,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,390,-121,5.68,5.91,5.37,0,-40,870,1240,2,0,1121,356,36,5139,41,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,422,-139,5.7,6.14,5.43,0,-40,864,1240,2,0,1121,356,36,5139,44,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,424,-181,6.02,6.39,5.48,0,-40,876,1240,2,0,1121,356,36,5139,46,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,424,-202,6.25,6.7,5.93,0,-40,868,1240,2,0,1121,356,36,5139,47,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,422,-204,6.47,6.69,6.11,0,-40,870,1240,2,0,1121,356,36,5139,47,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,411,-231,6.25,6.61,6.12,0,-40,879,1240,2,0,1121,356,36,5139,47,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,395,-269,5.92,6.49,6.36,0,-40,860,1240,2,0,1121,356,36,5139,48,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,388,-277,5.91,6.62,6.11,0,-40,869,1240,2,0,1121,356,36,5139,48,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,365,-303,5.9,6.54,6.23,0,-40,864,1240,2,0,1121,356,36,5139,47,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,349,-307,5.83,6.62,6.33,0,-40,852,1240,2,0,1121,356,36,5139,46,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,331,-336,5.96,6.77,6.31,0,-40,860,1240,2,0,1121,356,36,5139,47,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,303,-343,6.08,7.18,6.62,0,-40,853,1240,2,0,1121,356,36,5139,46,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:42,288,-345,6.57,7.31,6.78,0,-40,848,1240,2,0,1121,356,36,5139,45,496,587,525,203,145,166,0,6700,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:41,262,-335,6.97,7.14,6.69,0,-40,849,1240,2,0,1121,356,46,5134,42,496,587,525,203,145,166,0,6600,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:41,243,-323,6.99,7.21,6.8,0,-40,834,1240,2,0,1121,356,46,5134,40,496,587,525,203,145,166,0,6600,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:41,220,-296,6.76,7.05,6.46,0,-40,835,1240,2,0,1121,356,46,5134,37,496,587,525,203,145,166,0,6600,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:41,208,-276,6.47,6.75,6.29,0,-40,839,1240,2,0,1121,356,46,5134,35,496,587,525,203,145,166,0,6600,0,74,56,312,-210,23,38
mardi 21 décembre 2021 10:58:41,207,-257,6.31,6.73,6.18,662,-40,826,1240,2,0,1121,356,46,5134,33,496,587,525,203,145,166,0,6600,0,74,56,312,-210,23,38
