Date,X,Y,EFamont,EFmédian,EFaval,TopRotor1,TopRotor2,EFstatorAM,EFstatorAV,TopStator,Uf,If,P,Q,Ua,ModInstDéplArbre,MinEFamont,MinEFmédian,MinEFaval,EFccAM,54*EFccMD,EFccAV,RUPTSIG,TEMPOS,ARRET,VIBccAM,VIBccAV,Xmoy,Ymoy,ModCCdéplArbre,ModMoyDéplArbre
mardi 21 décembre 2021 10:58:53,221,-232,6.29,6.64,5.74,0,622,1022,1091,2,0,1124,356,36,5119,32,502,583,526,205,147,162,0,7800,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:53,136,-195,6.07,6.46,5.53,0,-40,1012,1078,2,0,1124,356,36,5119,24,502,583,526,205,147,162,0,7800,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:53,236,-174,5.68,6.36,5.55,0,-40,1035,1089,2,0,1124,356,36,5119,29,502,583,526,205,147,162,0,7800,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:53,242,-145,5.51,6.36,5.7,0,-40,1058,1081,2,0,1124,356,36,5119,28,502,583,526,205,147,162,0,7800,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:53,240,-128,5.58,6.23,5.68,0,-40,1074,1084,2,0,1124,356,36,5119,27,502,583,526,205,147,162,0,7800,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:53,245,-111,5.39,6.23,5.92,0,-40,1055,1087,192,0,1124,356,36,5119,27,502,583,526,205,147,162,0,7800,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:53,283,-108,5.25,6.12,5.81,0,-40,1072,1081,192,0,1124,356,36,5119,30,502,583,526,205,147,162,0,7800,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:53,310,-107,5.15,6.04,5.57,0,-40,1053,1009,192,0,1124,356,36,5119,33,502,583,526,205,147,162,0,7800,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:53,322,-105,5.03,5.82,5.62,0,-40,1120,1075,192,0,1124,356,36,5119,34,502,583,526,205,147,162,0,7800,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:53,340,-112,5.41,6.03,5.52,0,-40,970,1094,192,0,1124,356,36,5119,36,502,583,526,205,147,162,0,7800,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:53,372,-101,5.7,6.26,5.48,0,-40,1170,1100,2,0,1124,356,36,5119,39,502,583,526,205,147,162,0,7800,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:53,388,-105,5.9,6.26,5.45,0,-40,1080,1097,2,0,1124,356,36,5119,40,502,583,526,205,147,162,0,7800,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:53,399,-110,5.89,6.03,5.27,0,-40,1066,1095,2,0,1124,356,36,5119,41,502,583,526,205,147,162,0,7800,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:53,404,-124,5.63,5.91,5.39,0,-40,1093,1096,2,0,1124,356,36,5119,42,502,583,526,205,147,162,0,7800,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:53,439,-133,5.65,6.09,5.35,0,-40,1074,1085,2,0,1124,356,36,5119,46,502,583,526,205,147,162,0,7800,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:53,437,-174,5.94,6.45,5.55,0,-40,1092,1080,2,0,1124,356,36,5119,47,502,583,526,205,147,162,0,7800,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:53,434,-200,6.29,6.66,5.97,0,-40,1057,1088,2,0,1124,356,36,5119,48,502,583,526,205,147,162,0,7800,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:53,429,-206,6.42,6.67,6.02,0,-40,1074,1090,2,0,1124,356,36,5119,48,502,583,526,205,147,162,0,7800,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:53,420,-226,6.22,6.72,6.25,0,-40,1093,1084,2,0,1124,356,36,5119,48,502,583,526,205,147,162,0,7800,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:53,402,-270,6.05,6.52,6.28,0,-40,1068,1095,2,0,1124,356,36,5119,48,502,583,526,205,147,162,0,7800,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,382,-271,5.91,6.57,6.06,0,-40,1085,1083,2,0,1123,356,36,5128,47,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,363,-289,5.87,6.52,6.22,0,-40,1064,1104,2,0,1123,356,36,5128,46,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,358,-298,5.83,6.62,6.21,0,-40,1056,1091,2,0,1123,356,36,5128,47,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,330,-342,5.94,6.78,6.39,0,-40,1080,1104,2,0,1123,356,36,5128,48,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,313,-344,6.15,7.13,6.63,0,-40,1071,1105,2,0,1123,356,36,5128,47,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,291,-335,6.51,7.22,6.64,0,-40,1066,1096,2,0,1123,356,36,5128,44,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,277,-324,6.78,7.23,6.82,0,-40,1070,1092,2,0,1123,356,36,5128,43,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,253,-317,7.09,7.25,6.78,0,-40,1036,1087,2,0,1123,356,36,5128,41,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,222,-300,6.82,7,6.39,0,-40,1033,1093,2,0,1123,356,36,5128,37,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,209,-282,6.42,6.83,6.28,0,-40,1057,1101,2,0,1123,356,36,5128,35,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,209,-255,6.33,6.68,6.12,194,-40,1034,1105,2,0,1123,356,36,5128,33,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,204,-248,6.3,6.68,5.84,0,-40,1054,1095,2,0,1123,356,36,5128,32,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,220,-235,6.31,6.62,5.76,0,628,1017,1102,2,0,1123,356,36,5128,32,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,149,-201,6.09,6.44,5.55,0,-40,1008,1103,2,0,1123,356,36,5128,25,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,243,-182,5.66,6.35,5.57,0,-40,1031,1099,2,0,1123,356,36,5128,30,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,243,-149,5.5,6.37,5.71,0,-40,1053,1090,2,0,1123,356,36,5128,28,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,238,-121,5.58,6.24,5.72,0,-40,1068,1092,2,0,1123,356,36,5128,27,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,245,-102,5.4,6.25,5.98,0,-40,1050,1097,2,0,1123,356,36,5128,27,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,280,-98,5.25,6.16,5.83,0,-40,1067,1090,2,0,1123,356,36,5128,30,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,314,-104,5.15,6.05,5.6,0,-40,1049,1016,2,0,1123,356,36,5128,33,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,330,-110,5.02,5.84,5.63,0,-40,1116,1083,2,0,1123,356,36,5128,35,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,333,-110,5.42,6.07,5.52,0,-40,969,1101,2,0,1123,356,36,5128,35,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,355,-96,5.73,6.28,5.53,0,-40,1164,1109,2,0,1123,356,36,5128,37,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,393,-111,5.91,6.27,5.44,0,-40,1075,1107,2,0,1123,356,36,5128,41,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,404,-116,5.86,6.03,5.26,0,-40,1062,1104,2,0,1123,356,36,5128,42,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,396,-121,5.64,5.89,5.35,0,-40,1089,1104,2,0,1122,356,36,5129,41,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,428,-135,5.67,6.08,5.33,0,-40,1069,1095,2,0,1122,356,36,5129,45,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,431,-182,5.93,6.42,5.54,0,-40,1087,1090,2,0,1122,356,36,5129,47,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,442,-202,6.28,6.62,5.92,0,-40,1053,1098,2,0,1122,356,36,5129,49,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,427,-204,6.42,6.63,5.99,0,-40,1071,1098,2,0,1122,356,36,5129,47,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,413,-223,6.22,6.68,6.23,0,-40,1090,1095,2,0,1122,356,36,5129,47,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,395,-275,6.06,6.5,6.28,0,-40,1064,1102,2,0,1122,356,36,5129,48,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,377,-282,5.91,6.55,6.08,0,-40,1081,1102,2,0,1122,356,36,5129,47,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,362,-294,5.86,6.5,6.23,0,-40,1061,1110,2,0,1122,356,36,5129,47,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,359,-298,5.82,6.6,6.19,0,-40,1053,1098,2,0,1122,356,36,5129,47,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,342,-338,5.93,6.8,6.42,0,-40,1078,1110,2,0,1122,356,36,5129,48,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,311,-336,6.15,7.17,6.67,0,-40,1068,1112,2,0,1122,356,36,5129,46,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,285,-342,6.51,7.26,6.7,0,-40,1063,1103,2,0,1122,356,36,5129,44,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,273,-337,6.8,7.27,6.88,0,-40,1067,1114,2,0,1122,356,36,5129,43,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,254,-324,7.07,7.3,6.82,0,-40,1032,1101,2,0,1122,356,36,5129,41,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,219,-301,6.79,7.05,6.41,0,-40,1030,1100,2,0,1122,356,36,5129,37,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,203,-281,6.43,6.87,6.3,0,-40,1050,1109,2,0,1122,356,36,5129,35,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,206,-261,6.32,6.69,6.14,148,-40,1030,1114,2,0,1122,356,36,5129,33,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,207,-261,6.28,6.68,5.83,0,-40,1050,1103,2,0,1122,356,36,5129,33,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,228,-232,6.31,6.63,5.73,0,635,1013,1110,2,0,1122,356,36,5129,33,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,145,-195,6.08,6.45,5.52,0,-40,1005,1110,2,0,1122,356,36,5129,24,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,238,-175,5.67,6.36,5.57,0,-40,1027,1106,2,0,1122,356,36,5129,30,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,232,-147,5.51,6.34,5.68,0,-40,1048,1098,2,0,1122,356,36,5129,27,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,238,-129,5.55,6.22,5.68,0,-40,1065,1098,2,0,1122,356,36,5129,27,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:52,250,-110,5.41,6.23,5.9,0,-40,1046,1105,2,0,1122,356,36,5129,27,502,581,526,208,149,160,0,7700,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,285,-107,5.26,6.13,5.79,0,-40,1064,1083,2,0,1121,356,36,5139,30,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,309,-101,5.14,6.04,5.61,0,-40,1045,1021,2,0,1121,356,36,5139,33,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,316,-100,5.02,5.83,5.63,0,-40,1111,1091,2,0,1121,356,36,5139,33,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,331,-112,5.4,6.04,5.51,0,-40,964,1109,2,0,1121,356,36,5139,35,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,356,-106,5.73,6.26,5.52,0,-40,1159,1116,2,0,1121,356,36,5139,37,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,384,-110,5.9,6.27,5.45,0,-40,1071,1114,2,0,1121,356,36,5139,40,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,404,-108,5.87,6.02,5.28,0,-40,1058,1100,2,0,1121,356,36,5139,42,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,406,-117,5.64,5.89,5.37,0,-40,1084,1112,2,0,1121,356,36,5139,42,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,424,-137,5.66,6.1,5.32,0,-40,1066,1101,2,0,1121,356,36,5139,45,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,417,-181,5.95,6.47,5.58,0,-40,1083,1096,2,0,1121,356,36,5139,45,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,422,-202,6.3,6.66,5.97,0,-40,1048,1105,2,0,1121,356,36,5139,47,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,426,-215,6.41,6.66,6.01,0,-40,1067,1106,2,0,1121,356,36,5139,48,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,425,-230,6.21,6.7,6.25,0,-40,1091,1103,2,0,1121,356,36,5139,48,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,404,-260,6.05,6.52,6.24,0,-40,1061,1110,2,0,1121,356,36,5139,48,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,374,-269,5.89,6.56,6.07,0,-40,1076,1110,2,0,1121,356,36,5139,46,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,354,-296,5.87,6.51,6.2,0,-40,1057,1118,2,0,1121,356,36,5139,46,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,356,-304,5.82,6.62,6.16,0,-40,1050,1107,2,0,1121,356,36,5139,47,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,345,-338,5.93,6.79,6.41,0,-40,1073,1119,2,0,1121,356,36,5139,48,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,321,-337,6.15,7.14,6.62,0,-40,1064,1120,2,0,1121,356,36,5139,47,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,288,-345,6.51,7.22,6.64,0,-40,1058,1109,2,0,1121,356,36,5139,45,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,256,-334,6.77,7.23,6.83,0,-40,1062,1120,2,0,1121,356,36,5139,42,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,237,-323,7.07,7.25,6.77,0,-40,1028,1108,2,0,1121,356,36,5139,40,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,221,-307,6.79,7.01,6.41,0,-40,1026,1109,2,0,1121,356,36,5139,38,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,221,-285,6.44,6.85,6.29,0,-40,1048,1116,2,0,1121,356,36,5139,36,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,217,-252,6.32,6.69,6.11,163,-40,1027,1120,2,0,1121,356,36,5139,33,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,199,-242,6.27,6.68,5.86,0,-40,1046,1109,2,0,1121,356,36,5139,31,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,207,-231,6.29,6.64,5.74,0,641,1008,1116,2,0,1121,356,36,5139,31,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,137,-204,6.09,6.46,5.53,0,-40,1000,1118,2,0,1121,356,36,5139,25,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,239,-181,5.67,6.36,5.59,0,-40,1023,1115,2,0,1121,356,36,5139,30,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,247,-149,5.49,6.37,5.69,0,-40,1045,1106,2,0,1121,356,36,5139,29,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,245,-123,5.57,6.24,5.7,0,-40,1061,1108,4,0,1121,356,36,5139,27,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,248,-108,5.41,6.25,5.93,0,-40,1042,1112,4,0,1121,356,36,5139,27,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,276,-101,5.25,6.16,5.81,0,-40,1059,1104,4,0,1121,356,36,5139,29,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,294,-101,5.14,6.06,5.61,0,-40,1040,1026,4,0,1121,356,36,5139,31,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,310,-102,5.03,5.84,5.62,0,-40,1108,1099,4,0,1121,356,36,5139,33,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,338,-110,5.4,6.05,5.5,0,-40,963,1118,2,0,1121,356,36,5139,36,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,372,-103,5.71,6.27,5.5,0,-40,1153,1123,2,0,1121,356,36,5139,39,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,385,-105,5.9,6.26,5.42,0,-40,1066,1121,2,0,1121,356,36,5139,40,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,387,-106,5.86,6.03,5.26,0,-40,1052,1118,2,0,1121,356,36,5139,40,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,393,-117,5.64,5.88,5.33,0,-40,1079,1120,2,0,1121,356,36,5139,41,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,428,-137,5.67,6.05,5.31,0,-40,1061,1110,2,0,1121,356,36,5139,45,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,432,-182,5.93,6.43,5.55,0,-40,1079,1104,2,0,1121,356,36,5139,47,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,428,-187,6.28,6.64,5.94,0,-40,1050,1114,2,0,1121,356,36,5139,47,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,429,-199,6.42,6.62,5.99,0,-40,1063,1114,2,0,1121,356,36,5139,47,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,419,-228,6.21,6.68,6.24,0,-40,1082,1111,2,0,1121,356,36,5139,48,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,395,-278,6.04,6.52,6.27,0,-40,1056,1118,2,0,1121,356,36,5139,48,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,382,-284,5.9,6.56,6.11,0,-40,1078,1119,2,0,1121,356,36,5139,48,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,369,-291,5.87,6.51,6.25,0,-40,1054,1126,2,0,1121,356,36,5139,47,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,356,-302,5.83,6.66,6.17,0,-40,1045,1113,2,0,1121,356,36,5139,47,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:51,330,-336,5.93,6.81,6.45,0,-40,1068,1126,2,0,1121,356,36,5139,47,502,581,526,208,149,160,0,7600,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:50,306,-338,6.15,7.18,6.67,0,-40,1059,1129,2,0,1121,356,36,5139,46,501,579,525,211,151,164,0,7500,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:50,294,-345,6.51,7.26,6.67,0,-40,1053,1119,2,0,1121,356,36,5139,45,501,579,525,211,151,164,0,7500,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:50,272,-334,6.79,7.26,6.87,0,-40,1058,1128,2,0,1121,356,36,5139,43,501,579,525,211,151,164,0,7500,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:50,247,-313,7.06,7.3,6.79,0,-40,1024,1104,2,0,1121,356,36,5139,40,501,579,525,211,151,164,0,7500,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:50,215,-297,6.79,7.03,6.41,0,-40,1021,1116,2,0,1121,356,36,5139,37,501,579,525,211,151,164,0,7500,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:50,202,-288,6.44,6.85,6.28,0,-40,1042,1124,2,0,1121,356,36,5139,35,501,579,525,211,151,164,0,7500,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:50,205,-270,6.32,6.68,6.09,182,-40,1022,1128,2,0,1121,356,36,5139,34,501,579,525,211,151,164,0,7500,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:50,209,-254,6.29,6.67,5.82,0,-40,1040,1118,2,0,1121,356,36,5139,33,501,579,525,211,151,164,0,7500,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:50,224,-222,6.31,6.61,5.72,0,646,1003,1125,2,0,1121,356,36,5139,32,501,579,525,211,151,164,0,7500,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:50,142,-191,6.09,6.43,5.51,0,-40,996,1126,2,0,1121,356,36,5139,24,501,579,525,211,151,164,0,7500,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:50,232,-179,5.67,6.34,5.58,0,-40,1018,1123,2,0,1121,356,36,5139,29,501,579,525,211,151,164,0,7500,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:50,236,-151,5.49,6.33,5.65,0,-40,1039,1114,2,0,1121,356,36,5139,28,501,579,525,211,151,164,0,7500,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:50,240,-123,5.55,6.21,5.67,0,-40,1055,1116,2,0,1121,356,36,5139,27,501,579,525,211,151,164,0,7500,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:50,244,-103,5.41,6.24,5.91,0,-40,1039,1121,2,0,1121,356,36,5139,26,501,579,525,211,151,164,0,7500,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:50,280,-108,5.28,6.13,5.8,0,-40,1054,1113,2,0,1121,356,36,5139,30,501,579,525,211,151,164,0,7500,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:50,307,-101,5.14,6.04,5.63,0,-40,1037,1034,2,0,1121,356,36,5139,32,501,579,525,211,151,164,0,7500,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:50,317,-100,5.02,5.85,5.63,0,-40,1103,1106,2,0,1121,356,36,5139,33,501,579,525,211,151,164,0,7500,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:50,334,-111,5.4,6.04,5.52,0,-40,964,1125,2,0,1121,356,36,5139,35,501,579,525,211,151,164,0,7500,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:50,358,-101,5.72,6.28,5.53,0,-40,1147,1132,2,0,1121,356,36,5139,37,501,579,525,211,151,164,0,7500,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:50,388,-109,5.91,6.29,5.45,0,-40,1061,1130,2,0,1121,356,36,5139,40,501,579,525,211,151,164,0,7500,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:50,402,-105,5.86,6.04,5.28,0,-40,1048,1127,2,0,1121,356,36,5139,42,501,579,525,211,151,164,0,7500,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:50,398,-116,5.64,5.9,5.37,0,-40,1075,1128,2,0,1121,356,36,5139,41,501,579,525,211,151,164,0,7500,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:50,423,-133,5.67,6.08,5.32,0,-40,1057,1118,2,0,1121,356,36,5139,44,501,579,525,211,151,164,0,7500,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:50,423,-180,5.94,6.46,5.58,0,-40,1073,1113,2,0,1121,356,36,5139,46,501,579,525,211,151,164,0,7500,0,74,56,312,-210,24,38
mardi 21 décembre 2021 10:58:50,426,-201,6.28,6.65,5.95,0,-40,1040,1122,2,0,1121,356,36,5139,47,501,579,525,211,151,164,0,7500,0,74,56,312,-210,24,38
